#	#	2.2204460492503128E-16
#	-	2.2204460492503128E-16
#	_	2.2204460492503128E-16
#	a	2.2204460492503128E-16
#	b	2.2204460492503128E-16
#	bː	2.2204460492503128E-16
#	d	2.2204460492503128E-16
#	dʲ	2.2204460492503128E-16
#	dː	2.2204460492503128E-16
#	dːʲ	2.2204460492503128E-16
#	e	2.2204460492503128E-16
#	ḙ	2.2204460492503128E-16
#	f	2.2204460492503128E-16
#	fː	2.2204460492503128E-16
#	g	2.2204460492503128E-16
#	gʲ	2.2204460492503128E-16
#	gː	2.2204460492503128E-16
#	gːʲ	2.2204460492503128E-16
#	h	2.2204460492503128E-16
#	i	2.2204460492503128E-16
#	i̞	2.2204460492503128E-16
#	j	2.2204460492503128E-16
#	k	2.2204460492503128E-16
#	kʲ	2.2204460492503128E-16
#	kː	2.2204460492503128E-16
#	kːʲ	2.2204460492503128E-16
#	l	2.2204460492503128E-16
#	lː	2.2204460492503128E-16
#	m	2.2204460492503128E-16
#	mː	2.2204460492503128E-16
#	n	2.2204460492503128E-16
#	nː	2.2204460492503128E-16
#	o	2.2204460492503128E-16
#	õ	2.2204460492503128E-16
#	p	2.2204460492503128E-16
#	pː	2.2204460492503128E-16
#	r	2.2204460492503128E-16
#	rː	2.2204460492503128E-16
#	s	2.2204460492503128E-16
#	sː	2.2204460492503128E-16
#	t	2.2204460492503128E-16
#	tʲ	2.2204460492503128E-16
#	tː	2.2204460492503128E-16
#	tːʲ	2.2204460492503128E-16
#	u	2.2204460492503128E-16
#	u̞	2.2204460492503128E-16
#	v	2.2204460492503128E-16
#	vː	2.2204460492503128E-16
#	w	2.2204460492503128E-16
#	x	2.2204460492503128E-16
#	z	2.2204460492503128E-16
#	zː	2.2204460492503128E-16
#	æ	2.2204460492503128E-16
#	ð	2.2204460492503128E-16
#	ŋ	2.2204460492503128E-16
#	ɔ	2.2204460492503128E-16
#	ɕ	2.2204460492503128E-16
#	ɖ	2.2204460492503128E-16
#	ə	2.2204460492503128E-16
#	ɛ	2.2204460492503128E-16
#	ɟ	2.2204460492503128E-16
#	ɣ	2.2204460492503128E-16
#	ɲ	2.2204460492503128E-16
#	ɲː	2.2204460492503128E-16
#	ɸ	2.2204460492503128E-16
#	ʃ	2.2204460492503128E-16
#	ʃː	2.2204460492503128E-16
#	ʎ	2.2204460492503128E-16
#	ʎː	2.2204460492503128E-16
#	ʒ	2.2204460492503128E-16
#	ʣ	2.2204460492503128E-16
#	ʣː	2.2204460492503128E-16
#	ʤ	2.2204460492503128E-16
#	ʤː	2.2204460492503128E-16
#	ʦ	2.2204460492503128E-16
#	ʦː	2.2204460492503128E-16
#	ʧ	2.2204460492503128E-16
#	ʧː	2.2204460492503128E-16
#	β	2.2204460492503128E-16
#	θ	2.2204460492503128E-16
-	#	2.2204460492503128E-16
-	-	2.2204460492503128E-16
-	_	-4.249300293589716
-	a	-5.460683133907652
-	b	-4.797958989522066
-	bː	-1.4802757021427504
-	d	-3.4582555685357397
-	dʲ	-0.8271706312670721
-	dː	-0.37113293630183625
-	dːʲ	-0.02205624699528221
-	e	-3.355246539366188
-	ḙ	-0.07206080811962658
-	f	-4.620090669169063
-	fː	-0.04003573857158536
-	g	-3.1258176572206517
-	gʲ	-3.206164540262956
-	gː	-0.01191923239739558
-	gːʲ	-0.0898727489436191
-	h	-0.9559152241705853
-	i	-3.2815853916644437
-	i̞	-0.041283290132082026
-	j	-2.184870504379524
-	k	-2.245048412070026
-	kʲ	-3.5317770431467252
-	kː	-0.2315329067554463
-	kːʲ	-2.8935556311569535
-	l	-4.709928256774208
-	lː	-4.070325801741813
-	m	-4.893340786717402
-	mː	-2.578903879139619
-	n	-5.064844681451678
-	nː	-3.7741230546653184
-	o	-3.284218132211108
-	õ	-0.026378215756387352
-	p	-4.858868773181935
-	pː	-3.1131937220172357
-	r	-5.199721477653849
-	rː	-2.1878788295320937
-	s	-5.072954601141597
-	sː	-2.975090792146036
-	t	-4.013698068262462
-	tʲ	-0.8738369204496684
-	tː	-4.481673265397741
-	tːʲ	-0.3209740440193918
-	u	-3.3925753854306038
-	u̞	-0.06352764548884708
-	v	-3.416700709320335
-	vː	-0.006309771206444562
-	w	-2.022482634638939
-	x	-0.7969037006733611
-	z	-2.698333729285327
-	zː	-0.010276276230011115
-	æ	-0.04572315335132046
-	ð	-1.6429292964148348
-	ŋ	-0.17383457649069176
-	ɔ	-2.990599090264906
-	ɕ	-0.0591848952560953
-	ɖ	-0.029113474480404983
-	ə	-0.13075744367901113
-	ɛ	-3.775477053678362
-	ɟ	0.0013476695689279817
-	ɣ	-1.8521755646575264
-	ɲ	-0.23598586429795712
-	ɲː	-3.8008147066025804
-	ɸ	-2.5703299721596773
-	ʃ	-3.113497152659279
-	ʃː	-4.024395562860517
-	ʎ	-0.03363424342628394
-	ʎː	-2.407175565592684
-	ʒ	-0.9590250274038906
-	ʣ	-2.5894901473245686
-	ʣː	-2.9827722726740826
-	ʤ	-3.826634161922384
-	ʤː	-3.0050040760901666
-	ʦ	-3.4148503182796905
-	ʦː	-4.3934234217098735
-	ʧ	-5.730014910572004
-	ʧː	-3.680980673788354
-	β	-1.3729852372307187
-	θ	-2.847233981187106
_	#	2.2204460492503128E-16
_	-	-4.249584046194666
_	_	3.4535837409865877
_	a	-2.095100605849025
_	b	-1.223062991448499
_	bː	-0.16380673674959262
_	d	-0.5888261004127384
_	dʲ	-0.015009197542484599
_	dː	-0.004853604856326891
_	dːʲ	-5.233291010147349E-4
_	e	-1.7743376495543424
_	ḙ	2.2204460492503128E-16
_	f	-0.7594204110762123
_	fː	-0.07294090339428166
_	g	-1.856046368888772
_	gʲ	-0.23253258554800788
_	gː	2.2204460492503128E-16
_	gːʲ	-9.442897895054296E-4
_	h	-0.25973669348289835
_	i	-1.8297739800560917
_	i̞	-0.00378376094272851
_	j	-0.43573451466793234
_	k	-1.0575567353396313
_	kʲ	-0.6267138019290338
_	kː	-0.9363093045262173
_	kːʲ	-0.24074984928297474
_	l	-1.0189894159501733
_	lː	-0.5857838648624831
_	m	-1.2887001375853095
_	mː	-0.3146495640829491
_	n	-1.6258291041469115
_	nː	-0.27647071434409304
_	o	-1.6527460694497922
_	õ	2.2204460492503128E-16
_	p	-1.3373027320910285
_	pː	-0.48794404556459664
_	r	-1.8160908071811688
_	rː	-0.1105003973997211
_	s	-1.7394324392549647
_	sː	-0.09260553871244423
_	t	-1.1810315256025017
_	tʲ	-0.039057736633545795
_	tː	-0.9294278666735772
_	tːʲ	-0.008309633112103712
_	u	-1.460750830097605
_	u̞	-0.0018515959203232375
_	v	-0.7305257870876147
_	vː	2.2204460492503128E-16
_	w	-0.26516976751315385
_	x	-0.05934650551472983
_	z	-0.23359770461041302
_	zː	-5.437064786673251E-4
_	æ	-0.0018591078916818115
_	ð	-0.12227814366781792
_	ŋ	2.2204460492503128E-16
_	ɔ	-1.3983014987582765
_	ɕ	-3.8981594813426176E-4
_	ɖ	-2.8436478996603855E-4
_	ə	-0.0032916322819009493
_	ɛ	-0.5861038877117387
_	ɟ	-5.134894649446188E-4
_	ɣ	-0.1347712056530921
_	ɲ	-0.005271046597713672
_	ɲː	-0.3901188661018779
_	ɸ	-0.3129607818128858
_	ʃ	-0.4369552728284876
_	ʃː	-0.6140767059347323
_	ʎ	-0.0024818678402943662
_	ʎː	-0.2832752803612426
_	ʒ	-0.053134680991277716
_	ʣ	-0.2268286926355772
_	ʣː	-0.47277618126179655
_	ʤ	-0.6537301210984318
_	ʤː	-0.3209293433289718
_	ʦ	-0.42657478590505554
_	ʦː	-0.9835988829952347
_	ʧ	-1.5667360728763218
_	ʧː	-0.4516735812152506
_	β	-0.06306066770008913
_	θ	-0.30665820723307685
a	#	2.2204460492503128E-16
a	-	-5.459021707410082
a	_	-2.098012014590054
a	a	1.2248040140807064
a	b	-3.0466119919670285
a	bː	-0.996607042578237
a	d	-2.391908587541763
a	dʲ	-0.034742273906616876
a	dː	-0.01742351229763076
a	dːʲ	-0.0015552600044794948
a	e	-4.802860576153482
a	ḙ	-5.171434935153456E-4
